study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA327225	SAMN05326769	SRS1534065	SRX1891136	SRR3735584	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR373/004/SRR3735584/SRR3735584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR373/004/SRR3735584/SRR3735584_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR373/004/SRR3735584/SRR3735584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR373/004/SRR3735584/SRR3735584_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR373/004/SRR3735584	ftp.sra.ebi.ac.uk/vol1/srr/SRR373/004/SRR3735584		
PRJNA327225	SAMN05326770	SRS1534051	SRX1891137	SRR3735585	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR373/005/SRR3735585/SRR3735585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR373/005/SRR3735585/SRR3735585_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR373/005/SRR3735585/SRR3735585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR373/005/SRR3735585/SRR3735585_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR373/005/SRR3735585	ftp.sra.ebi.ac.uk/vol1/srr/SRR373/005/SRR3735585		
PRJNA328180	SAMN05371923	SRS1553844	SRX1925176	SRR3825884	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR382/004/SRR3825884/SRR3825884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR382/004/SRR3825884/SRR3825884_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR382/004/SRR3825884/SRR3825884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR382/004/SRR3825884/SRR3825884_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR382/004/SRR3825884	ftp.sra.ebi.ac.uk/vol1/srr/SRR382/004/SRR3825884		
PRJNA79233	SAMN00767518	SRS282941	SRX112202	SRR391514	3880	Medicago truncatula	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR391/SRR391514/SRR391514.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR391/SRR391514/SRR391514.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR391/SRR391514	ftp.sra.ebi.ac.uk/vol1/srr/SRR391/SRR391514		
PRJNA79233	SAMN00767519	SRS282942	SRX112203	SRR391515	3880	Medicago truncatula	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR391/SRR391515/SRR391515.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR391/SRR391515/SRR391515.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR391/SRR391515	ftp.sra.ebi.ac.uk/vol1/srr/SRR391/SRR391515		
PRJNA79233	SAMN00767520	SRS282943	SRX112204	SRR391516	3880	Medicago truncatula	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR391/SRR391516/SRR391516.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR391/SRR391516/SRR391516.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR391/SRR391516	ftp.sra.ebi.ac.uk/vol1/srr/SRR391/SRR391516		
PRJNA79233	SAMN00767521	SRS282944	SRX112205	SRR391517	3880	Medicago truncatula	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR391/SRR391517/SRR391517.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR391/SRR391517/SRR391517.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR391/SRR391517	ftp.sra.ebi.ac.uk/vol1/srr/SRR391/SRR391517		
PRJNA79233	SAMN00767522	SRS282945	SRX112206	SRR391518	3880	Medicago truncatula	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR391/SRR391518/SRR391518.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR391/SRR391518/SRR391518.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR391/SRR391518	ftp.sra.ebi.ac.uk/vol1/srr/SRR391/SRR391518		
PRJNA79233	SAMN00767523	SRS282946	SRX112207	SRR391519	3880	Medicago truncatula	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR391/SRR391519/SRR391519.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR391/SRR391519/SRR391519.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR391/SRR391519	ftp.sra.ebi.ac.uk/vol1/srr/SRR391/SRR391519		
PRJNA79233	SAMN00767524	SRS282947	SRX112208	SRR391520	3880	Medicago truncatula	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR391/SRR391520/SRR391520.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR391/SRR391520/SRR391520.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR391/SRR391520	ftp.sra.ebi.ac.uk/vol1/srr/SRR391/SRR391520		
PRJNA79233	SAMN00767525	SRS282948	SRX112209	SRR391521	3880	Medicago truncatula	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR391/SRR391521/SRR391521.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR391/SRR391521/SRR391521.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR391/SRR391521	ftp.sra.ebi.ac.uk/vol1/srr/SRR391/SRR391521		
PRJNA284173	SAMN02929380	SRS664703	SRX1967474	SRR3938213	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/003/SRR3938213/SRR3938213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/003/SRR3938213/SRR3938213_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/003/SRR3938213/SRR3938213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/003/SRR3938213/SRR3938213_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR393/003/SRR3938213	ftp.sra.ebi.ac.uk/vol1/srr/SRR393/003/SRR3938213		
PRJNA284173	SAMN02929380	SRS664703	SRX1967487	SRR3938216	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/006/SRR3938216/SRR3938216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/006/SRR3938216/SRR3938216_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/006/SRR3938216/SRR3938216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/006/SRR3938216/SRR3938216_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR393/006/SRR3938216	ftp.sra.ebi.ac.uk/vol1/srr/SRR393/006/SRR3938216		
PRJNA284173	SAMN02929380	SRS664703	SRX1967518	SRR3938252	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/002/SRR3938252/SRR3938252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/002/SRR3938252/SRR3938252_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/002/SRR3938252/SRR3938252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/002/SRR3938252/SRR3938252_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR393/002/SRR3938252	ftp.sra.ebi.ac.uk/vol1/srr/SRR393/002/SRR3938252		
PRJNA284173	SAMN02929380	SRS664703	SRX1967526	SRR3938256	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/006/SRR3938256/SRR3938256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/006/SRR3938256/SRR3938256_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/006/SRR3938256/SRR3938256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/006/SRR3938256/SRR3938256_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR393/006/SRR3938256	ftp.sra.ebi.ac.uk/vol1/srr/SRR393/006/SRR3938256		
PRJNA328180	SAMN05371923	SRS1553844	SRX1998611	SRR3997852	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997852/SRR3997852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997852/SRR3997852_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997852/SRR3997852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997852/SRR3997852_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997852	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997852		
PRJNA328180	SAMN05371924	SRS1600003	SRX1998612	SRR3997853	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997853/SRR3997853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997853/SRR3997853_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997853/SRR3997853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997853/SRR3997853_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997853	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997853		
PRJNA328180	SAMN05371933	SRS1600004	SRX1998613	SRR3997854	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997854/SRR3997854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997854/SRR3997854_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997854/SRR3997854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997854/SRR3997854_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997854	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997854		
PRJNA328180	SAMN05371934	SRS1600005	SRX1998614	SRR3997855	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997855/SRR3997855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997855/SRR3997855_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997855/SRR3997855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997855/SRR3997855_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3997855	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3997855		
PRJNA328180	SAMN05371935	SRS1600006	SRX1998615	SRR3997856	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997856/SRR3997856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997856/SRR3997856_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997856/SRR3997856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997856/SRR3997856_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3997856	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3997856		
PRJNA328180	SAMN05371936	SRS1600007	SRX1998616	SRR3997857	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997857/SRR3997857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997857/SRR3997857_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997857/SRR3997857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997857/SRR3997857_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3997857	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3997857		
PRJNA328180	SAMN05371937	SRS1600008	SRX1998617	SRR3997858	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997858/SRR3997858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997858/SRR3997858_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997858/SRR3997858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997858/SRR3997858_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/008/SRR3997858	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/008/SRR3997858		
PRJNA328180	SAMN05371938	SRS1600009	SRX1998618	SRR3997859	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997859/SRR3997859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997859/SRR3997859_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997859/SRR3997859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997859/SRR3997859_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3997859	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3997859		
PRJNA328180	SAMN05371939	SRS1600010	SRX1998619	SRR3997860	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997860/SRR3997860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997860/SRR3997860_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997860/SRR3997860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997860/SRR3997860_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3997860	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3997860		
PRJNA328180	SAMN05371940	SRS1600011	SRX1998621	SRR3997861	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997861/SRR3997861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997861/SRR3997861_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997861/SRR3997861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997861/SRR3997861_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3997861	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3997861		
PRJNA328180	SAMN05371941	SRS1600013	SRX1998622	SRR3997862	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997862/SRR3997862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997862/SRR3997862_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997862/SRR3997862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997862/SRR3997862_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997862	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997862		
PRJNA328180	SAMN05371942	SRS1600012	SRX1998623	SRR3997863	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997863/SRR3997863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997863/SRR3997863_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997863/SRR3997863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997863/SRR3997863_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997863	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997863		
PRJNA328180	SAMN05371925	SRS1600014	SRX1998624	SRR3997864	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997864/SRR3997864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997864/SRR3997864_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997864/SRR3997864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997864/SRR3997864_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997864	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997864		
PRJNA328180	SAMN05371943	SRS1600015	SRX1998625	SRR3997865	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997865/SRR3997865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997865/SRR3997865_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997865/SRR3997865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997865/SRR3997865_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3997865	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3997865		
PRJNA328180	SAMN05371944	SRS1600016	SRX1998626	SRR3997866	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997866/SRR3997866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997866/SRR3997866_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997866/SRR3997866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997866/SRR3997866_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3997866	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3997866		
PRJNA328180	SAMN05371945	SRS1600017	SRX1998627	SRR3997867	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997867/SRR3997867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997867/SRR3997867_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997867/SRR3997867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997867/SRR3997867_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3997867	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3997867		
PRJNA328180	SAMN05371946	SRS1600018	SRX1998628	SRR3997869	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997869/SRR3997869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997869/SRR3997869_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997869/SRR3997869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997869/SRR3997869_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3997869	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3997869		
PRJNA328180	SAMN05371947	SRS1600019	SRX1998629	SRR3997870	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997870/SRR3997870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997870/SRR3997870_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997870/SRR3997870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997870/SRR3997870_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3997870	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3997870		
PRJNA328180	SAMN05371948	SRS1600021	SRX1998631	SRR3997872	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997872/SRR3997872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997872/SRR3997872_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997872/SRR3997872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997872/SRR3997872_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997872	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997872		
PRJNA328180	SAMN05371949	SRS1600022	SRX1998632	SRR3997873	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997873/SRR3997873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997873/SRR3997873_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997873/SRR3997873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997873/SRR3997873_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997873	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997873		
PRJNA328180	SAMN05371950	SRS1600023	SRX1998633	SRR3997874	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997874/SRR3997874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997874/SRR3997874_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997874/SRR3997874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997874/SRR3997874_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997874	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997874		
PRJNA328180	SAMN05371951	SRS1600024	SRX1998634	SRR3997875	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997875/SRR3997875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997875/SRR3997875_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997875/SRR3997875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3997875/SRR3997875_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3997875	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3997875		
PRJNA328180	SAMN05371952	SRS1600025	SRX1998635	SRR3997876	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997876/SRR3997876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997876/SRR3997876_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997876/SRR3997876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997876/SRR3997876_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3997876	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3997876		
PRJNA328180	SAMN05371926	SRS1600026	SRX1998636	SRR3997877	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997877/SRR3997877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997877/SRR3997877_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997877/SRR3997877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997877/SRR3997877_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3997877	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3997877		
PRJNA328180	SAMN05371953	SRS1600027	SRX1998637	SRR3997878	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997878/SRR3997878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997878/SRR3997878_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997878/SRR3997878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3997878/SRR3997878_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/008/SRR3997878	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/008/SRR3997878		
