secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	scientific_name	instrument_platform	library_layout	library_strategy	library_selection	experiment_title	study_alias	experiment_alias	run_alias	submitted_bytes	submitted_galaxy	sra_ftp	cram_index_ftp	cram_index_aspera	broker_name	sample_title
SRP078249	SAMN05371948	SRS1600021	SRX1998631	SRR3997872	SRA448256	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina HiSeq 2000 sequencing; RNA-seq of Medicago truncatula: 7-week old roots	PRJNA328180	M+R+21	HI.2193.004.Index_5.21_R2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997872				
SRP078249	SAMN05371949	SRS1600022	SRX1998632	SRR3997873	SRA448256	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina HiSeq 2000 sequencing; RNA-seq of Medicago truncatula: 7-week old roots	PRJNA328180	M+R+40	HI.2161.002.Index_21.40_R1.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997873				
SRP078249	SAMN05371950	SRS1600023	SRX1998633	SRR3997874	SRA448256	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina HiSeq 2000 sequencing; RNA-seq of Medicago truncatula: 7-week old roots	PRJNA328180	M+R+42	HI.2193.003.Index_14.42_R1.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997874				
SRP078249	SAMN05371951	SRS1600024	SRX1998634	SRR3997875	SRA448256	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina HiSeq 2000 sequencing; RNA-seq of Medicago truncatula: 7-week old roots	PRJNA328180	M+R+69	HI.2193.003.Index_6.69_R1.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3997875				
SRP078249	SAMN05371952	SRS1600025	SRX1998635	SRR3997876	SRA448256	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina HiSeq 2000 sequencing; RNA-seq of Medicago truncatula: 7-week old roots	PRJNA328180	M+R+82	HI.2193.005.Index_23.82_R2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3997876				
SRP078249	SAMN05371926	SRS1600026	SRX1998636	SRR3997877	SRA448256	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina HiSeq 2000 sequencing; RNA-seq of Medicago truncatula: 7-week old roots	PRJNA328180	M-R-43	HI.2193.003.Index_7.43_R2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3997877				
SRP078249	SAMN05371953	SRS1600027	SRX1998637	SRR3997878	SRA448256	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina HiSeq 2000 sequencing; RNA-seq of Medicago truncatula: 7-week old roots	PRJNA328180	M+R+95	HI.2193.004.Index_10.95_R2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/008/SRR3997878				
SRP078249	SAMN05371927	SRS1600028	SRX1998638	SRR3997879	SRA448256	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina HiSeq 2000 sequencing; RNA-seq of Medicago truncatula: 7-week old roots	PRJNA328180	M-R-47	HI.2161.002.Index_27.47_R1.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3997879				
SRP078249	SAMN05371928	SRS1600029	SRX1998639	SRR3997880	SRA448256	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina HiSeq 2000 sequencing; RNA-seq of Medicago truncatula: 7-week old roots	PRJNA328180	M-R-51	HI.2161.002.Index_2.51_R1.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3997880				
SRP078249	SAMN05371929	SRS1600030	SRX1998640	SRR3997882	SRA448256	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina HiSeq 2000 sequencing; RNA-seq of Medicago truncatula: 7-week old roots	PRJNA328180	M-R-77	HI.2193.004.Index_3.77_R2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997882				
SRP078249	SAMN05371930	SRS1600032	SRX1998642	SRR3997883	SRA448256	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina HiSeq 2000 sequencing; RNA-seq of Medicago truncatula: 7-week old roots	PRJNA328180	M-R-91	HI.2193.005.Index_27.91_R2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997883				
SRP078249	SAMN05371931	SRS1600033	SRX1998643	SRR3997884	SRA448256	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina HiSeq 2000 sequencing; RNA-seq of Medicago truncatula: 7-week old roots	PRJNA328180	M-R+104	HI.2193.003.Index_4.104_R2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997884				
SRP078249	SAMN05371932	SRS1600034	SRX1998644	SRR3997886	SRA448256	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	RANDOM	Illumina HiSeq 2000 sequencing; RNA-seq of Medicago truncatula: 7-week old roots	PRJNA328180	M-R+109	HI.2193.005.Index_20.109_R2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3997886				
SRP091342	SAMN05893080	SRS1736394	SRX2235515	SRR4409153	SRA483317	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; RNAseq of Medicago leaf infiltrated with 35S:MtCOla (Control)	PRJNA347579	Control #1	Bond_35SMtCOla_R2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR440/003/SRR4409153				Sample 1
SRP091342	SAMN05893081	SRS1736395	SRX2235516	SRR4409154	SRA483317	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; RNAseq of Medicago leaf infiltrated with 35S:MtCOlf (Control)	PRJNA347579	Control #2	Bond_35SMtCOlf_R2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR440/004/SRR4409154				Sample 2
SRP091342	SAMN05893082	SRS1736396	SRX2235517	SRR4409155	SRA483317	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; RNAseq of Medicago leaf infiltrated with 35S:MtFTa1 plus MtFD (Control)	PRJNA347579	Control #3	Bond_35SMtFTa1plusMtFD_R2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR440/005/SRR4409155				Sample 3
SRP091342	SAMN05893083	SRS1736397	SRX2235518	SRR4409156	SRA483317	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; RNAseq of Medicago leaf infiltrated with 35S:MtLAP1 #1 (LAP1)	PRJNA347579	LAP1 #1	Bond_35SMtLAP1_1_R2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR440/006/SRR4409156				Sample 4
SRP091342	SAMN05893084	SRS1736398	SRX2235519	SRR4409157	SRA483317	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; RNAseq of Medicago leaf infiltrated with 35S:MtLAP1 #2 (LAP1)	PRJNA347579	LAP1 #2	Bond_35SMtLAP1_2_R1.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR440/007/SRR4409157				Sample 5
SRP091342	SAMN05893085	SRS1736399	SRX2235520	SRR4409158	SRA483317	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; RNAseq of Medicago leaf infiltrated with 35S:MtLAP1 #3 (LAP1)	PRJNA347579	LAP1 #3	Bond_35SMtLAP1_3_R1.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR440/008/SRR4409158				Sample 6
SRP013555	SAMN01036964	SRS344226	SRX151632	SRR504352	SRA053463	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 1000 paired end sequencing; Medicago truncatula control rep 1	PRJNA167982	Mt_ctrl1	Mt_ctrl1			ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504352				Control 1
SRP013555	SAMN01036965	SRS344227	SRX151633	SRR504353	SRA053463	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 1000 paired end sequencing; Medicago truncatula control 2	PRJNA167982	Mt_ctrl2	Mt_ctrl2			ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504353				Control 2
SRP013555	SAMN01036966	SRS344228	SRX151634	SRR504354	SRA053463	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 1000 paired end sequencing; Medicago truncatula control rep 3	PRJNA167982	Mt_ctrl3	Mt_ctrl3			ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504354				Control 3
SRP013555	SAMN01036967	SRS344229	SRX151635	SRR504355	SRA053463	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 1000 paired end sequencing; Medicago truncately line 2A rep 1	PRJNA167982	line_2A_1	line_2A_1			ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504355				Line 2A replicate 1
SRP013555	SAMN01036968	SRS344230	SRX151636	SRR504356	SRA053463	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 1000 paired end sequencing; Medicago truncately line 2A rep 2	PRJNA167982	line_2A_2	line_2A_2			ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504356				Line 2A replicate 2
SRP013555	SAMN01036969	SRS344231	SRX151637	SRR504357	SRA053463	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 1000 paired end sequencing; Medicago truncately line 2A rep 3	PRJNA167982	line_2A_3	line_2A_3			ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504357				Line 2A replicate 3
SRP097705	SAMN06251691	SRS1937224	SRX2513706	SRR5198231	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyr4 Nod 6 hr treatment rep3	PRJNA363004	lyr4_Nod-6_rep3	sample_no_0114.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/001/SRR5198231				lyr4 Nod-6
SRP097705	SAMN06251691	SRS1937224	SRX2513707	SRR5198232	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyr4 Nod 6 hr treatment rep2	PRJNA363004	lyr4_Nod-6_rep2	sample_no_0113.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/002/SRR5198232				lyr4 Nod-6
SRP097705	SAMN06251691	SRS1937224	SRX2513708	SRR5198233	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyr4 Nod 6 hr treatment rep1	PRJNA363004	lyr4_Nod-6_rep1	sample_no_0112.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/003/SRR5198233				lyr4 Nod-6
SRP097705	SAMN06251690	SRS1937225	SRX2513709	SRR5198234	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyr4 CO8 6 hr treatment rep3	PRJNA363004	lyr4_CO8-6_rep3	sample_no_0108.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/004/SRR5198234				lyr4 CO8-6
SRP097705	SAMN06251690	SRS1937225	SRX2513710	SRR5198235	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyr4 CO8 6 hr treatment rep2	PRJNA363004	lyr4_CO8-6_rep2	sample_no_0107.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/005/SRR5198235				lyr4 CO8-6
SRP097705	SAMN06251690	SRS1937225	SRX2513711	SRR5198236	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyr4 CO8 6 hr treatment rep1	PRJNA363004	lyr4_CO8-6_rep1	sample_no_0106.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/006/SRR5198236				lyr4 CO8-6
SRP097705	SAMN06251689	SRS1937226	SRX2513712	SRR5198237	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyr4 DMSO 6 hr treatment rep3	PRJNA363004	lyr4_DMSO-6_rep3	sample_no_0096.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/007/SRR5198237				lyr4 DMSO-6
SRP097705	SAMN06251689	SRS1937226	SRX2513713	SRR5198238	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyr4 DMSO 6 hr treatment rep2	PRJNA363004	lyr4_DMSO-6_rep2	sample_no_0095.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/008/SRR5198238				lyr4 DMSO-6
SRP097705	SAMN06251689	SRS1937226	SRX2513714	SRR5198239	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyr4 DMSO 6 hr treatment rep1	PRJNA363004	lyr4_DMSO-6_rep1	sample_no_0094.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/009/SRR5198239				lyr4 DMSO-6
SRP097705	SAMN06251688	SRS1937227	SRX2513715	SRR5198240	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyk9 Nod 6 hr treatment rep3	PRJNA363004	lyk9_Nod-6_rep3	sample_no_0087.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/000/SRR5198240				lyk9 Nod-6
SRP097705	SAMN06251688	SRS1937227	SRX2513716	SRR5198241	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyk9 Nod 6 hr treatment rep2	PRJNA363004	lyk9_Nod-6_rep2	sample_no_0086.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/001/SRR5198241				lyk9 Nod-6
SRP097705	SAMN06251688	SRS1937227	SRX2513717	SRR5198242	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyk9 Nod 6 hr treatment rep1	PRJNA363004	lyk9_Nod-6_rep1	sample_no_0085.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/002/SRR5198242				lyk9 Nod-6
SRP097705	SAMN06251687	SRS1937228	SRX2513718	SRR5198243	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyk9 CO8 6 hr treatment rep3	PRJNA363004	lyk9_CO8-6_rep3	sample_no_0081.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/003/SRR5198243				lyk9 CO8-6
SRP097705	SAMN06251687	SRS1937228	SRX2513719	SRR5198244	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyk9 CO8 6 hr treatment rep2	PRJNA363004	lyk9_CO8-6_rep2	sample_no_0080.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/004/SRR5198244				lyk9 CO8-6
SRP097705	SAMN06251687	SRS1937228	SRX2513720	SRR5198245	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyk9 CO8 6 hr treatment rep1	PRJNA363004	lyk9_CO8-6_rep1	sample_no_0079.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/005/SRR5198245				lyk9 CO8-6
SRP097705	SAMN06251686	SRS1937229	SRX2513721	SRR5198246	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyk9 DMSO 6 hr treatment rep3	PRJNA363004	lyk9_DMSO-6_rep3	sample_no_0069.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/006/SRR5198246				lyk9 DMSO-6
SRP097705	SAMN06251686	SRS1937229	SRX2513722	SRR5198247	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyk9 DMSO 6 hr treatment rep2	PRJNA363004	lyk9_DMSO-6_rep2	sample_no_0068.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/007/SRR5198247				lyk9 DMSO-6
SRP097705	SAMN06251686	SRS1937229	SRX2513723	SRR5198248	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; lyk9 DMSO 6 hr treatment rep1	PRJNA363004	lyk9_DMSO-6_rep1	sample_no_0067.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/008/SRR5198248				lyk9 DMSO-6
SRP097705	SAMN06251685	SRS1937230	SRX2513724	SRR5198249	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; nfp Nod 6 hr treatment rep3	PRJNA363004	nfp_Nod-6_rep3	sample_no_0060.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/009/SRR5198249				nfp Nod-6
SRP097705	SAMN06251685	SRS1937230	SRX2513725	SRR5198250	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; nfp Nod 6 hr treatment rep2	PRJNA363004	nfp_Nod-6_rep2	sample_no_0059.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/000/SRR5198250				nfp Nod-6
SRP097705	SAMN06251685	SRS1937230	SRX2513726	SRR5198251	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; nfp Nod 6 hr treatment rep1	PRJNA363004	nfp_Nod-6_rep1	sample_no_0058.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/001/SRR5198251				nfp Nod-6
SRP097705	SAMN06251684	SRS1937231	SRX2513727	SRR5198252	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; nfp CO8 6 hr treatment rep3	PRJNA363004	nfp_CO8-6_rep3	sample_no_0054.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/002/SRR5198252				nfp CO8-6
SRP097705	SAMN06251684	SRS1937231	SRX2513728	SRR5198253	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; nfp CO8 6 hr treatment rep2	PRJNA363004	nfp_CO8-6_rep2	sample_no_0053.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/003/SRR5198253				nfp CO8-6
SRP097705	SAMN06251684	SRS1937231	SRX2513729	SRR5198254	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; nfp CO8 6 hr treatment rep1	PRJNA363004	nfp_CO8-6_rep1	sample_no_0052.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/004/SRR5198254				nfp CO8-6
SRP097705	SAMN06251683	SRS1937232	SRX2513730	SRR5198255	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; nfp DMSO 6 hr treatment rep3	PRJNA363004	nfp_DMSO-6_rep3	sample_no_0042.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/005/SRR5198255				nfp DMSO-6
SRP097705	SAMN06251683	SRS1937232	SRX2513731	SRR5198256	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; nfp DMSO 6 hr treatment rep2	PRJNA363004	nfp_DMSO-6_rep2	sample_no_0041.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/006/SRR5198256				nfp DMSO-6
SRP097705	SAMN06251683	SRS1937232	SRX2513732	SRR5198257	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; nfp DMSO 6 hr treatment rep1	PRJNA363004	nfp_DMSO-6_rep1	sample_no_0040.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/007/SRR5198257				nfp DMSO-6
SRP097705	SAMN06251682	SRS1937233	SRX2513733	SRR5198258	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; R108 flg22 6 hr treatment rep3	PRJNA363004	R108_flg22-6_rep3	sample_no_0033.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/008/SRR5198258				R108 flg22-6
SRP097705	SAMN06251682	SRS1937233	SRX2513734	SRR5198259	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; R108 flg22 6 hr treatment rep2	PRJNA363004	R108_flg22-6_rep2	sample_no_0032.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/009/SRR5198259				R108 flg22-6
SRP097705	SAMN06251682	SRS1937233	SRX2513735	SRR5198260	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; R108 flg22 6 hr treatment rep1	PRJNA363004	R108_flg22-6_rep1	sample_no_0031.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/000/SRR5198260				R108 flg22-6
SRP097705	SAMN06251681	SRS1937234	SRX2513736	SRR5198261	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; R108 Nod 6 hr treatment rep3	PRJNA363004	R108_Nod-6_rep3	sample_no_0027.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/001/SRR5198261				R108 Nod-6
SRP097705	SAMN06251681	SRS1937234	SRX2513737	SRR5198262	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; R108 Nod 6 hr treatment rep2	PRJNA363004	R108_Nod-6_rep2	sample_no_0026.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/002/SRR5198262				R108 Nod-6
SRP097705	SAMN06251681	SRS1937234	SRX2513738	SRR5198263	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; R108 Nod 6 hr treatment rep1	PRJNA363004	R108_Nod-6_rep1	sample_no_0025.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/003/SRR5198263				R108 Nod-6
SRP097705	SAMN06251680	SRS1937235	SRX2513739	SRR5198264	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; R108 CO8 6 hr treatment rep3	PRJNA363004	R108_CO8-6_rep3	sample_no_0021.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/004/SRR5198264				R108 CO8-6
SRP097705	SAMN06251680	SRS1937235	SRX2513740	SRR5198265	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; R108 CO8 6 hr treatment rep2	PRJNA363004	R108_CO8-6_rep2	sample_no_0020.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/005/SRR5198265				R108 CO8-6
SRP097705	SAMN06251680	SRS1937235	SRX2513741	SRR5198266	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; R108 CO8 6 hr treatment rep1	PRJNA363004	R108_CO8-6_rep1	sample_no_0019.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/006/SRR5198266				R108 CO8-6
SRP097705	SAMN06251679	SRS1937236	SRX2513742	SRR5198267	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; R108 DMSO 6 hr treatment rep3	PRJNA363004	R108_DMSO-6_rep3	sample_no_0009.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/007/SRR5198267				R108 DMSO-6
SRP097705	SAMN06251679	SRS1937236	SRX2513743	SRR5198268	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; R108 DMSO 6 hr treatment rep2	PRJNA363004	R108_DMSO-6_rep2	sample_no_0008.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/008/SRR5198268				R108 DMSO-6
SRP097705	SAMN06251679	SRS1937236	SRX2513744	SRR5198269	SRA531105	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	NextSeq 500 sequencing; R108 DMSO 6 hr treatment rep1	PRJNA363004	R108_DMSO-6_rep1	sample_no_0007.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/009/SRR5198269				R108 DMSO-6
SRP098557	SAMN06279615	SRS1948294	SRX2527433	SRR5217262	SRA533509	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM2471885: A17 Mock treated 2 dpi rep 1; Medicago truncatula; RNA-Seq	GSE94260	GSM2471885	GSM2471885_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR521/002/SRR5217262				A17 Mock treated 2 dpi rep 1
SRP098557	SAMN06279638	SRS1948293	SRX2527434	SRR5217263	SRA533509	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM2471886: A17 Mock treated 2 dpi rep 2; Medicago truncatula; RNA-Seq	GSE94260	GSM2471886	GSM2471886_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR521/003/SRR5217263				A17 Mock treated 2 dpi rep 2
SRP098557	SAMN06279637	SRS1948295	SRX2527435	SRR5217264	SRA533509	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM2471887: A17 Mock treated 2 dpi rep 3; Medicago truncatula; RNA-Seq	GSE94260	GSM2471887	GSM2471887_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR521/004/SRR5217264				A17 Mock treated 2 dpi rep 3
SRP098557	SAMN06279636	SRS1948296	SRX2527436	SRR5217265	SRA533509	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM2471888: A17 R. solani inoculated treated 2 dpi rep 1; Medicago truncatula; RNA-Seq	GSE94260	GSM2471888	GSM2471888_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR521/005/SRR5217265				A17 R. solani inoculated treated 2 dpi rep 1
SRP098557	SAMN06279628	SRS1948297	SRX2527437	SRR5217266	SRA533509	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM2471889: A17 R. solani inoculated treated 2 dpi rep 2; Medicago truncatula; RNA-Seq	GSE94260	GSM2471889	GSM2471889_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR521/006/SRR5217266				A17 R. solani inoculated treated 2 dpi rep 2
SRP098557	SAMN06279635	SRS1948298	SRX2527438	SRR5217267	SRA533509	Medicago truncatula	ILLUMINA	PAIRED	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; GSM2471890: A17 R. solani inoculated treated 2 dpi rep 3; Medicago truncatula; RNA-Seq	GSE94260	GSM2471890	GSM2471890_r1			ftp.sra.ebi.ac.uk/vol1/srr/SRR521/007/SRR5217267				A17 R. solani inoculated treated 2 dpi rep 3
